what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.html.core,1.1.404.v201101190004,"org.eclipse.wst.html.core",1308162376913
started,bundle,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.ui",1308162376914
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1308162376915
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1308162376917
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1308162376918
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1308162376918
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.304.v201102160550,"org.eclipse.wst.jsdt.web.core",1308162376920
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.304.v201012160349,"org.eclipse.wst.jsdt.web.ui",1308162376921
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1308162376922
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1308162376925
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1308162376927
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1308162376928
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1308162376930
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1308162376931
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1308162376933
os,sysinfo,,,"win32",1308162376941
arch,sysinfo,,,"x86",1308162376941
ws,sysinfo,,,"win32",1308162376941
locale,sysinfo,,,"en_US",1308162376941
processors,sysinfo,,,"2",1308162376941
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1308162376941
java.runtime.version,sysinfo,,,"1.6.0_15-b03",1308162376941
java.specification.name,sysinfo,,,"Java Platform API Specification",1308162376941
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308162376941
java.specification.version,sysinfo,,,"1.6",1308162376941
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1308162376941
java.version,sysinfo,,,"1.6.0_15",1308162376941
java.vm.info,sysinfo,,,"mixed mode",1308162376941
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1308162376941
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1308162376941
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308162376941
java.vm.specification.version,sysinfo,,,"1.0",1308162376941
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1308162376941
java.vm.version,sysinfo,,,"14.1-b02",1308162376941
opened,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1308162477941
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1308162478130
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308162514601
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308162689128
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308162704695
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308162708463
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308162708473
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308162708627
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308162708645
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308162708784
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308162735503
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1308162740390
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1308162745137
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1308162762113
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308162763526
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308162773583
activated,perspective,org.eclipse.wst.jsdt.ui,,"org.eclipse.wst.jsdt.ui.JavaPerspective",1308163252566
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1308163252569
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1308163252576
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1308163252578
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1308163252578
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1308163252579
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1308163252581
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1308163252582
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1308163252583
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1308163252583
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1308163252584
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1308163252585
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1308163252587
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1308163252587
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1308163252596
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1308163252598
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1308163252600
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1308163252601
